用户id,性别,等级,评论,发布时间,点赞数
142644038,保密,4,粉毛铁拳？还有角，还有粉色的瞳孔，这姐姐长在我的审美点上了,1762931875,30
18086616,男,6,只要卡池不是米池，不搞什么零潜能残疾人就行,1763119069,4
316518320,保密,5,姐就是女王，女管帅我一脸！！！,1762913540,9
383264952,男,6,鲁迅先生说过，全面测试就是面向全体的测试，应该全面发放资格[2024明日方舟音律联觉_投靠][2024明日方舟音律联觉_投靠],1763024242,3
526368086,男,5,"尊敬的管理员，恭喜您获得《明日方舟：终末地》全面测试资格，请根据下方指引下载与安装《明日方舟：终末地》，感谢您的支持。请勿轻易相信其他非官方渠道的虚假信息，以免上当受骗。更多测试信息请关注《明日方舟：终末地》的官方微博、B站账号。

技术性测试PC端安装包下载链接：",1763011873,3
698757464,男,4,这扫地车扫几圈以后还会说“青山绿水，从您做起”，整活还得是你yj,1762928584,15
3546625322518890,保密,4,新国风融入游戏方方面面，整活还得是yj,1762953156,23
447074860,男,6,"冲刺冲刺！
现在的当务之急是把四五星的潜能附赠时尚小垃圾冲出来，我真的想要小陈的名片！[Mygo表情包_害羞]",1762999710,5
97074430,保密,6,没玩过明日方舟。可以直接玩终末吗？,1762967868,3
667035508,保密,5,又来看新视频啦，即将抽到测试资格的管理员[给心心][给心心][给心心],1762912961,28
1449479765,保密,5,路人问一下，没玩过明日方舟影响玩终末地吗，想入坑了[脸红][脸红][脸红],1763129819,194
188582913,男,6,我从19年6月2号到现在，2351天，前三次都没有，给我一个吧[大哭][大哭][大哭],1762966226,4
201487608,保密,6,我的测试资格一定会来的对吧,1762918678,11
2134437013,男,5,原来这才是鹰角买量的样子[哦呼],1763208479,9
673716172,保密,4,没玩过明日方舟，可以玩终末地吗，里面的角色好好看[喜欢][脸红],1763042643,132
37446727,保密,6,兄弟们什么时候可以查预约资格有没有抽中,1762921887,8
1552322555,保密,5,一方面说明这期视频买量很多，一方面说明之前买的很少[笑哭][笑哭]几百万就是粘性用户了,1763223304,15
8411729,男,6,希望大保底能继承啊[大哭],1763372192,0
1660357243,女,5,想玩，不玩前作的明日方舟的话，会不会有点影响,1763007574,36
443077598,保密,5,我不行了还有广场舞环节[笑哭],1762912931,9
693384012,保密,5,我要盖一个小苹果的楼[颂乐人偶_眯眼笑][颂乐人偶_眯眼笑][颂乐人偶_眯眼笑],1762935212,9
1783371796,保密,5,"海猫：我再也不搞抽象了。
还是海猫：嘻嘻下次还搞（扫地车转弯",1763002112,8
346059,女,6,wow，赶紧看看,1762914516,20
634843846,男,5,这是谁家佩利卡在撒娇( • ̀ω•́ )✧啊,1762913052,6
347807180,保密,6,受不了了，一天至少搜30次终末地，终压抑爆发了[热],1763208205,9
446693866,保密,5,买多了猫哥[汤圆],1763223473,13
535135229,保密,5,已经不期待能拿到三测资格了，快快公测吧[热],1762917238,15
174061095,女,6,28号都有三测了，再不济今天也该公测了吧,1762915878,25
19087539,男,6,开拓!打灰![打call],1762912859,111
27762921,保密,6,真想眼睛一闭一睁就到28号[doge],1762913566,3
1147734379,男,5,海猫小时候邻居做了一桌很香的饭，等海猫上桌要吃的时候，发现没有自己的碗筷[大哭],1762914673,6
23723787,男,6,这个南北绿豆的bgm什么时候单独发出来啊，好带感啊[笑哭][笑哭],1762920061,5
549854361,男,5,我给你投过资能不能让我玩[大哭],1762963842,4
521029611,保密,6,兔！,1762921989,6
1324741402,保密,5,还有龙泡泡,1762916182,10
383588651,保密,5,嗯？。咋一下就一千多万了[东方红与黑_阿巴阿巴],1763224167,5
455259908,保密,5,😯还有南北绿豆，这下不得不玩了[2024明日方舟音律联觉_闪亮登场],1762915911,6
59388424,保密,6,！！,1762914392,3
1899433836,保密,2,没玩过方舟的可以玩这款吗？,1762916238,3
3546689929480710,保密,5,[哦呼]啥时候上线哇,1762913261,52
1446112420,保密,5,我要玩终末地😭😭😭为什么不给我测试资格😭😭😭急急急我要急死了😭😭😭等了四年玩不上😭😭😭我要闹了😭😭😭鹰角求求你了给我测试名额好不好😭😭😭我就测这一次，就一次，求求了😭😭😭,1762916652,4
214544689,男,6,‍我在思考，可以捡屎[脸红]是不是意味着，我可以把动物放在定制器械里，外围放食物槽，下方自动收集肥料，然后利用管道浇田。,1762930736,9
524076969,男,6,全面测试的招募对象一定要全面✍️✍️✍️✍️✍️✍️✍️✍️✍️,1762913408,4
650475277,保密,5,海猫小时候买东西看见新店全面试营业，想进去结果发现要进去得先填表，参加活动，抽到资格才能进。结果海猫费尽心思参加完活动填完表，才发现地上有一个谏言，打开一看:你没资格啊，你没资格[墨镜],1762913555,3
1511536552,女,3,这表情我可定啦[喜欢],1762916302,3
39086581,男,6,我的天，好可爱的安抚机魂[明日方舟野趣拾光动态表情包_对的对的],1762939883,3
200472257,保密,6,有谁知道大概什么时候正式开服吗？想玩,1763346908,0
3546764369988092,女,4,这游戏好像我小时候，用我妈妈的苹果5s玩的那个搭方块房子，然后防御一波一波的小怪兽的那个游戏。这个游戏怎么样好玩吗？我没什么时间玩，什么时候能玩？我从能玩的时候就开始玩会待遇好一点儿吗？,1763343030,1
92626485,保密,6,"资格来~

资格四面八方来~

四面八方来~",1762914080,12
57427040,保密,6,播放量好猛的买[笑哭]希望能有资格,1763122877,3
3537118089448218,保密,4,每天登入b站的我:,1762913379,5
482277824,男,5,我去，震撼首发！,1762913112,8
87794813,保密,6,"絮雨这种“长生种”真的不可以活到终末地吗[酸了]
我想要絮雨再旅者，本体就更好了（）",1763127628,3
353516607,保密,6,明日方舟终末地是一款伟大的电影,1762966914,3
11866539,男,6,许愿测试资格[明日方舟野趣拾光表情包_不容拒绝],1763324833,0
315554909,女,6,孩子们我可以玩终末地,1763365065,0
321430,男,6,为什么我会下意识地选择日《明日方舟》......[妹妹一天只和我对上一次眼表情包_诶？！],1763051438,3
1136916245,男,5,地图好美 小羊好可爱 快点端上来！,1762915328,8
1215810326,男,5,齁哦哦哦噢噢噢哦哦,1762912828,22
8114608,保密,6,希望管理员以后能出新发型什么的……这些时尚小垃圾也很吸引人啊[惊喜],1762934014,3
10776821,保密,6,那个，主角预告片里坐的椅子，能给个金色皮肤的选项吗[脱单doge],1763011613,3
599341374,男,6,哦内盖，如果我不能玩到测试的话，哇达西,1762931534,3
1075428488,男,5,自建的终末地群，欢迎各位管理员加入[给心心]目前人很少，以后会多的[脱单doge],1763354349,0
519608108,保密,5,不拐其它游戏就是好游戏（也希望其它游戏别来拐终末地）,1763213538,2
436758032,男,6,快端上来吧，苦米久矣,1763200010,2
1513763146,女,5,这么快一千万播放量了[哦呼],1763316093,0
3546630613633241,保密,5,只要能让我玩终末地，哪怕让我入赘豪门我也愿意啊,1762922255,3
181545992,女,5,什么时候才能玩，我现在就要玩明日方舟终末地，青山绿水，从我做起,1763101029,3
3494359402023747,男,5,几天没看咋千万播放了,1763261562,2
3546834693786240,保密,3,我求你出个澄闪同位体吧，终末地不用理发店吗[大哭][doge],1763009053,4
3546982331189634,保密,2,你是怎么做到的这星期每天打开bilibili第一个推荐广告就是你[微笑],1763303321,0
471224319,男,6,南北绿豆[Mygo表情包_有趣的女人],1763279059,0
406217248,男,6,话说视频的bgm单独发吗？这是真好听啊,1763291492,1
628309089,男,4,天天更新馋我啊啊，你倒是开测啊，别礼的技能好帅啊,1762913457,35
649863824,保密,6,记得再多给导购点资格哦[明日方舟野趣拾光表情包_好耶],1762949958,3
440109411,男,6,手机里有一个没有游戏但是已经快300万粉丝的账号[2024明日方舟音律联觉_精神涣散],1763126606,19
3546602006383535,保密,4,"列位诸公，如果鹰角还是不给我终末地资格的话,那我只能告老还乡了[藏狐]",1762913071,3
179511441,男,6,我要玩终末地[大哭][大哭][大哭][大哭][大哭]快给我资格吧，求求了。已疯[大哭][大哭][大哭][大哭],1763364857,0
291140217,保密,6,来了！,1762912865,20
631554538,保密,5,一千万播放3.2w投币，这宣发太给力了,1763262917,3
356474357,男,6,我的香槟开服再开，朕的铁痕电台呢😡,1762928868,8
484144538,女,5,BGM一如既往无敌,1763282453,0
305057884,保密,5,音乐真劲啊,1762914507,4
3546728934410536,保密,3,bgm挺好听的，要是游戏内也有个音乐播放器啥的建议把这个视频的BGM放上去,1763098999,2
1192959412,保密,4,库洛就这点人，能做到稳定的地图更新，最高质量的剧情演出，如果剧情演出也是那种站桩敷衍了事的话那确实有很多大厂都能做到这样的产能，但光是想到几个小时的剧情每个镜头都要像做动漫一样去精细打磨就感觉头发要掉不少，目前只有鸣潮敢这么做,1763133038,2
689952310,保密,5,我中了[崩坏：星穹铁道_打招呼],1763102153,2
1226004903,男,5,隔壁猿铁开局人物都是欧美风格，后来又偷偷染发了，还是喜欢鹰角这种大大方方的。[喜极而泣],1763180038,2
600478439,保密,5,"看饿了，
荠菜！有荠菜！",1763195473,2
2126702625,保密,5,陈可爱捏[Ave Mujica_我有话说],1763101016,2
6905426,男,6,每天来看几遍,1763275143,0
544727349,保密,5,有没有阿米娅,1763345005,0
204977,男,6,这歌有歌名吗？,1763312887,0
576153778,保密,5,越想要越得不到啊[笑],1763339639,0
948130,保密,6,给大伙发多点资格啊[像素猫meme宇宙_嚎叫],1763359378,0
1984425534,保密,5,在这个视频的19~21秒的时候，我好像看到了阿米娅，普瑞赛斯和博士🤔🤔😨😨,1763280298,0
6963605,保密,6,希望可以有个尾巴显示/隐藏的开关[酸了],1763165240,2
4801754,女,6,这bgm好上头,1763377598,0
407529532,保密,5,许愿测试资格( ๑ˊ•̥▵•)੭₎₎,1763353336,0
347807180,保密,6,终压抑爆发了！[大哭],1762912901,5
1449795979,保密,2,快上线啊，等不急了！,1763307491,0
292659245,保密,5,全面测试有多全面[微笑],1763306845,0
693188565,保密,5,终末地你一定要等我明年高考完再公测好吗好的,1763114941,3
3546700457183727,保密,4,我的天哪，才过了几天就千万播放量[打call],1763376301,0
3546963765103304,保密,2,能不能和粥一样自定义配音！我要不同人说不同语言[大哭]我要洒水车中配+骏卫英配,1763090759,2
156951021,男,6,质量确实合格了，就看运营了,1763272801,0
3546698540386829,男,4,圈外人 没玩过明日  看了这个竟然很感兴趣  这种设定还有美术做的真的很不错诶,1763094469,2
520262242,男,5,据野史记载，海猫小时候跟rua牛一起撸串，海猫看着手上的串不禁回忆起来往日种种构思终末地的情景，正好一个穿着阿米娅c服的美少女从旁边路过，于是看着烤架上排列整齐的肉块想到了方舟的关卡设计，吃完烤串看到地下的焦炭想到了方舟的世界观，于是明日方舟就此诞生[OK],1763082665,2
363550046,男,5,流水线是好文明[doge_金箍]我们终于也玩上自己的幸福工厂了,1763080571,2
40027248,保密,6,让我玩终末地😭,1763086106,2
481193225,保密,4,求资源啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊[大哭][大哭][大哭][大哭][大哭][大哭][大哭][大哭]我好想玩测试呜呜呜呜呜呜呜呜呜给个资格吧好想玩我会玩一整天有bug提bug[doge_金箍][doge_金箍],1763266197,0
3546842061081150,保密,4,从31号算起，今天是等终末地公测的16天(持续更新),1763270050,0
259465862,保密,6,我要玩我要玩耶嘿嘿嘿嘿嘿,1763008785,5
